478.706,-378.596
498.005,-436.804
498.947,-436.666
499.273,-439.871
498.617,-451.243
499.5,-464.83
495.046,-476.328
483.603,-476.86
477.689,-469.021
477.787,-458.239
467.37,-454.764
465.982,-467.496
459.186,-468.871
453.238,-475.369
456.414,-469.203
471.171,-469.301
475.275,-459.348
477.573,-449.582
490.44,-449.624
498.654,-444.296
498.497,-435.745
499.299,-427.576
499.844,-414.652
498.808,-402.149
488.409,-399.41
487.934,-410.134
486.733,-423.552
486.283,-435.448
487.398,-447.965
478.93,-450.076
478.106,-449.354
476.721,-437.09
485.874,-433.239
496.097,-436.77
498.267,-428.459
486.786,-426.58
486.523,-426.793
484.573,-429.641
476.055,-429.104
467.235,-429.804
459.95,-428.63
459.426,-427.917
460.885,-425.263
464.063,-425.127
467.654,-437.131
476.265,-440.214
469.357,-446.639
466.478,-433.7
466.767,-421.321
475.785,-421.316
475.391,-419.071
475.386,-419.07
474.042,-412.344
472.675,-398.176
471.626,-388.34
460.542,-380.191
449.596,-370.749
446.695,-361.758
454.687,-361.546
464.399,-360.352
473.809,-360.767
483.604,-361.804
491.435,-362.029
498.836,-367.348
499.841,-380.931
499.079,-393.629
496.863,-398.752
495.858,-399.223
498.345,-401.789
498.539,-405.138
498.602,-415.335
492.763,-416.87
488.054,-410.234
488.029,-402.709
484.555,-396.424
486.872,-387.543
497.875,-388.475
497.01,-399.19
484.102,-396.477
473.141,-395.873
472.75,-394.281
475.295,-386.352
476.632,-375.246
469.329,-374.036
464.343,-364.456
470.758,-354.692
470.716,-345.512
464.06,-342.62
463.401,-339.057
463.442,-338.267
463.664,-334.246
463.254,-328.782
463.414,-332.321
467.282,-342.223
470.88,-349.356
471.929,-360.628
476.946,-368.611
477.209,-375.181
476.738,-384.25
471.3,-395.212
464.603,-403.388
462.733,-409.616
463.211,-415.934
464.112,-425.139
463.504,-426.146
463.06,-425.779
464.591,-423.579
468.577,-420.828
474.973,-420.803
474.173,-413.817
473.015,-400.17
468.751,-391.259
471.297,-390.262
463.381,-381.075
451.458,-372.355
442.882,-360.39
435.063,-355.283
430.355,-342.773
431.204,-336.386
432.849,-348.967
440.437,-360.494
450.653,-361.698
462.281,-361.282
476.425,-363.201
478.127,-376.167
479.182,-378.328
498.816,-436.594
499.276,-439.098
498.812,-450.291
499.573,-463.839
496.035,-476.391
484.58,-477.002
477.405,-469.691
477.914,-459.172
468.251,-454.768
466.055,-467.108
460.188,-468.983
453.445,-474.951
455.452,-469.057
470.18,-469.226
474.921,-460.289
477.197,-450.189
489.429,-449.578
498.609,-445.29
498.243,-436.447
499.134,-428.121
499.753,-415.104
498.714,-402.72
488.991,-399.337
488.158,-409.178
486.889,-422.561
486.318,-434.913
487.491,-447.51
478.971,-450.191
478.391,-449.785
476.621,-437.997
484.937,-432.921
495.223,-436.312
498.378,-429.444
487.45,-426.67
486.782,-426.701
484.67,-429.716
476.332,-429.18
467.804,-429.867
460.298,-429.063
459.313,-428.023
460.462,-425.164
464.153,-425.041
467.11,-436.331
476.49,-439.263
469.986,-446.744
466.702,-434.662
465.795,-421.517
475.623,-421.326
475.348,-419.192
475.335,-419.186
473.969,-413.274
472.715,-399.155
471.636,-389.218
461.362,-380.774
449.93,-371.698
446.518,-361.745
453.703,-361.406
464.273,-360.301
472.846,-360.614
483.541,-361.694
490.459,-361.906
498.867,-366.492
499.976,-379.947
499.333,-393.011
496.928,-398.858
495.901,-399.289
498.171,-401.057
498.605,-404.414
498.708,-415.274
493.355,-416.856
487.853,-410.81
487.94,-402.821
484.839,-397.186
485.897,-387.665
497.986,-387.989
497.756,-399.189
484.785,-396.978
473.209,-395.976
472.629,-394.316
474.482,-386.921
476.736,-375.626
470.2,-374.104
464.188,-365.435
470.653,-354.764
470.638,-345.613
464.034,-342.745
463.294,-339.126
463.328,-338.323
463.549,-334.302
463.282,-328.906
463.517,-332.246
467.26,-342.097
470.99,-349.293
471.888,-360.507
477.058,-368.551
477.323,-375.125
476.865,-384.252
471.413,-395.153
464.722,-403.432
462.839,-409.545
463.277,-415.826
464.228,-425.087
463.618,-426.202
462.933,-425.787
464.465,-423.556
468.509,-420.72
474.913,-420.691
474.062,-413.88
472.918,-400.252
468.722,-391.383
471.177,-390.219
463.362,-381.201
451.424,-372.477
442.853,-360.514
434.999,-355.393
430.262,-342.861
431.327,-336.354
432.878,-348.844
440.426,-360.367
450.59,-361.588
462.229,-361.166
476.469,-363.081
478.23,-376.093
479.12,-378.216
498.69,-436.611
499.259,-438.972
498.824,-450.164
499.566,-463.712
