477.783,-379.909
479.127,-378.419
479.115,-378.434
479.114,-378.435
498.004,-436.808
498.001,-436.81
498.002,-436.809
498.002,-436.811
498.001,-436.809
498.003,-436.81
498.002,-436.814
498.958,-436.605
498.873,-436.575
498.821,-436.56
498.75,-436.756
498.783,-436.796
498.813,-436.802
498.843,-436.887
499.309,-440.542
499.358,-441.412
499.411,-442.307
499.614,-445.671
499.656,-446.323
499.696,-447.052
499.705,-447.579
498.551,-452.121
498.514,-453.019
498.549,-453.923
498.953,-458.478
499.059,-459.391
499.16,-460.264
499.268,-461.006
499.422,-465.757
499.178,-466.66
498.819,-467.507
497.674,-471.67
497.634,-472.571
497.596,-473.474
497.573,-474.313
494.125,-476.37
493.693,-476.389
493.437,-476.4
489.518,-476.496
489.142,-476.501
488.698,-476.515
487.807,-476.524
482.678,-476.749
481.781,-476.591
480.889,-476.38
477.372,-473.558
477.09,-472.689
477.18,-471.834
477.21,-471.608
478.128,-468.234
478.507,-467.568
478.877,-466.945
479.489,-464.884
479.453,-464.151
479.238,-463.407
478.979,-462.57
477.578,-457.421
477.392,-456.653
477.151,-455.908
474.143,-454.019
473.219,-454.077
472.311,-454.182
471.424,-454.287
466.528,-455.023
465.968,-455.67
465.678,-456.486
465.603,-460.861
465.635,-461.68
465.681,-462.607
465.727,-463.538
465.927,-467.745
465.89,-467.984
465.889,-467.998
465.501,-468.188
465.257,-468.242
464.685,-468.392
463.79,-468.604
458.231,-468.871
457.316,-468.876
456.401,-468.895
453.213,-469.782
452.807,-470.452
452.621,-471.296
452.633,-472.208
453.2,-475.394
453.156,-475.373
453.089,-475.321
452.976,-472.848
452.987,-471.934
452.986,-471.114
453.085,-470.437
457.319,-469.198
458.254,-469.186
459.162,-469.162
463.787,-469.006
464.72,-469.032
465.643,-469.052
466.569,-469.087
472.112,-469.245
473.027,-469.179
473.959,-469.111
475.095,-466.105
474.727,-465.266
474.488,-464.39
474.568,-463.438
475.496,-458.442
475.718,-457.544
475.94,-456.646
476.752,-453.324
476.872,-452.854
477,-452.35
477.014,-452.265
477.64,-449.481
477.99,-449.219
478.537,-449.421
483.095,-450.011
484.008,-449.952
484.936,-449.916
485.843,-449.875
491.369,-449.616
492.305,-449.621
493.226,-449.619
496.304,-449.698
496.751,-449.705
497.643,-449.458
498.326,-448.85
498.598,-443.374
498.55,-442.444
498.505,-441.54
498.303,-438.224
498.307,-437.588
498.297,-437.438
498.297,-437.407
498.659,-434.94
498.829,-434.083
498.911,-433.157
499.003,-429.351
499.055,-429.155
499.149,-429.026
499.199,-429.038
499.363,-426.676
499.24,-425.793
499.088,-424.872
498.805,-420.272
498.903,-419.4
499.205,-418.779
499.631,-417.954
499.818,-413.945
499.766,-413.016
499.715,-412.239
499.365,-408.192
499.275,-407.374
499.221,-407.021
499.105,-406.159
498.798,-401.68
498.77,-401.404
498.51,-400.831
494.342,-399.123
493.485,-399.031
492.714,-399.011
491.846,-399.023
488.182,-399.606
487.905,-399.997
487.762,-400.416
488.131,-404.23
488.296,-404.784
488.376,-405.702
488.274,-406.575
487.902,-411.042
487.825,-411.961
487.733,-412.897
487.592,-416.226
487.505,-417.14
487.312,-418.044
487.116,-418.948
486.627,-424.457
486.525,-425.371
486.419,-426.287
485.98,-430.891
485.953,-431.334
486.075,-431.981
486.147,-432.519
486.362,-436.106
486.614,-437.012
486.881,-437.9
487.155,-442.49
487.201,-443.426
487.244,-444.346
487.284,-445.27
487.484,-448.468
487.355,-448.905
487.121,-449.651
483.466,-450.201
482.853,-450.193
481.984,-450.167
481.153,-450.136
478.908,-450.066
478.922,-450.081
478.929,-450.09
478.848,-450.004
478.842,-449.999
478.854,-450.004
478.854,-450.008
477.72,-448.938
477.265,-448.404
477,-447.867
476.678,-444.325
476.694,-443.465
476.712,-442.535
476.734,-441.594
476.714,-436.879
476.7,-436.202
476.723,-435.276
478.539,-433.121
479.432,-432.862
480.366,-432.877
481.277,-432.87
486.786,-433.314
487.723,-433.46
488.594,-433.651
492.529,-435.863
492.753,-435.978
493.297,-436.1
493.766,-435.968
497.024,-436.788
497.926,-436.542
498.439,-436.033
499.246,-434.367
499.231,-434.259
499.186,-433.889
499.084,-432.976
498.041,-427.552
497.491,-426.834
496.723,-426.315
492.157,-425.98
491.293,-426.085
490.618,-426.191
489.697,-426.35
486.709,-426.585
486.721,-426.587
486.702,-426.586
486.71,-426.584
486.708,-426.582
486.703,-426.588
486.71,-426.585
486.416,-426.958
486.101,-427.37
485.905,-427.601
485.735,-428.803
485.654,-429.272
485.67,-429.345
485.602,-429.35
484.465,-429.682
484.283,-429.685
483.648,-429.727
481.176,-429.674
480.551,-429.573
479.905,-429.469
479.245,-429.369
475.493,-429.15
474.663,-429.211
473.763,-429.3
469.651,-429.871
469.633,-429.875
469.624,-429.861
469.587,-429.819
466.726,-429.853
466.365,-429.882
466.324,-429.875
462.889,-429.791
462.279,-429.782
461.62,-429.853
461.466,-429.86
459.611,-428.369
459.288,-428.268
459.285,-428.268
459.389,-428.175
459.431,-428.178
459.438,-428.133
459.462,-428.047
459.445,-427.46
459.462,-426.993
