487.547,-403.041
488.929,-396.419
488.809,-396.56
489.135,-397.896
493.175,-409.677
489.677,-418.391
489.334,-429.114
489.22,-437.932
489.77,-449.103
500.456,-449.221
500.505,-436.811
500.493,-430.36
500.807,-421.815
492.717,-416.495
477.954,-416.55
472.711,-422.817
472.634,-433.411
472.457,-442.217
481.197,-449.686
495.99,-449.994
510.175,-452.471
506.148,-445.343
500.569,-454.654
500.804,-462.936
500.737,-477.69
504.488,-487.484
512.387,-491.076
516.129,-492.639
512.108,-487.006
512.737,-475.074
514.725,-464.733
512.113,-457.325
502.203,-452.926
509.42,-459.862
508.804,-469.598
500.941,-476.109
510.545,-477.021
511.765,-487.045
503.134,-487.356
499.369,-479.855
490.442,-479.096
481.261,-479.182
471.512,-478.77
466.72,-480.534
468.882,-487.684
476.962,-487.932
490.567,-488.052
501.12,-486.519
494.248,-479.395
492.121,-487.259
485.895,-484.806
477.155,-479.721
468.859,-487.759
466.752,-474.029
474.745,-470.785
476.628,-474.797
466.76,-475.294
462.136,-468.447
449.821,-468.08
452.906,-474.867
451.63,-484.45
452.004,-479.841
452.757,-470.065
461.768,-468.241
466.908,-460.869
466.598,-446.436
475.233,-448.157
472.069,-453.327
470.247,-461.204
484.443,-465.065
495.744,-465.597
500.501,-453.867
497.511,-443.434
484.355,-442.61
472.463,-439.461
482.52,-433.344
489.879,-430.154
488.076,-424.152
474.764,-425.442
473.576,-435.479
476.091,-448.854
480.086,-440.094
478.953,-428.744
482.104,-416.446
484.282,-415.415
472.677,-414.751
472.895,-408.235
473.201,-402.895
473.213,-396.404
473.4,-388.455
475.231,-375.517
469.171,-367.441
466.782,-377.644
466.253,-391.491
465.116,-392.942
457.717,-392.751
456.532,-387.581
452.013,-387.949
448.235,-387.861
447.322,-390.099
455.714,-387.491
460.356,-392.806
469.592,-392.461
469.347,-385.418
470.115,-376.483
475.917,-367.681
473.939,-362.042
474.692,-355.443
473.945,-349.682
464.738,-342.686
466.219,-353.215
461.622,-361.674
457.109,-359.63
445.922,-357.984
442.645,-357.604
447.524,-351.775
448.161,-350.294
443.721,-357.86
450.475,-358.173
461.888,-361.417
465.949,-368.342
466.339,-362.995
471.639,-359.361
475.008,-361.812
478.381,-360.895
476.07,-353.743
476.35,-350.467
485.7,-349.904
490.941,-349.529
492.964,-343.259
485.024,-347.423
498.47,-349.588
510.688,-349.16
512.79,-344.715
509.562,-349.438
507.206,-361.345
501.423,-367.933
489.252,-367.638
484.334,-359.59
485.454,-349.555
493.366,-355.622
484.273,-359.861
495.247,-358.724
506.971,-355.86
500.372,-353.785
500.465,-365.419
500.293,-373.459
509.896,-374.111
512.123,-379.148
506.071,-377.951
500.061,-385.216
505.572,-392.398
504.412,-384.421
500.511,-385.427
495.266,-386.48
480.475,-386.134
482.216,-386.924
491.888,-388.532
500.911,-391.079
500.829,-403.091
502.171,-411.533
514.575,-410.952
514.606,-422.49
514.694,-432.123
514.874,-420.38
515.09,-411.768
501.818,-411.208
